classified,count,hex_x,title,body,msg,system,time,hex_y,planned work,error,test,pre-launch,police,accident,unplanned service change,contingency,planned service change,retraction,fire,buses replace trains,unauthorized vehicle,end disruption,flooding,power outage,signal,government,traffic,road conditions,high volume,service enhancement,station rehab,maintenance,equipment problem,unauthorized person,event,sick customer,update,non service,construction,weather,other agencies,other
planned service change,312960,4c680,N Line - Weekday and Weekend Planned Service Changes,"         DAYS 10:15 AM to 3 PM,  Tue to Fri,  Mar 29 - Apr 1 Astoria-bound N trains run express from Queensboro Plaza to Astoria Blvd.  All times until Spring 2017 Astoria-bound N trains skip 86 St,  Avenue U,  Kings Hwy,  20 Av,  18 Av,  New Utrecht Av,  and Fort Hamilton Pkwy.  N trains stop at Bay Pkwy and 8 Av.  To 86 St,  Avenue U,  and Kings Hwy,  take the Astoria-bound N to Bay Pkwy and transfer to a Coney Island-bound N.  To 20 Av,  18 Av,  New Utrecht Av,  and Fort Hamilton Pkwy,  take the Astoria-bound N to 8 Av and transfer to a Coney Island-bound N.  From these stations,  take a Coney Island-bound N to Bay Pkwy or Stillwell Av and transfer to an Astoria-bound N.  Or,  from New Utrecht Av-62 St,  take the D instead. Transfer to an Astoria-bound N at 36 St.                          3/25/16 4:36 PM             NYC           ","DAYS 10:15 AM to 3 PM,  Tue to Fri,  Mar 29 - Apr 1 Astoria-bound N trains run express from Queensboro Plaza to Astoria Blvd.  All times until Spring 2017 Astoria-bound N trains skip 86 St,  Avenue U,  Kings Hwy,  20 Av,  18 Av,  New Utrecht Av,  and Fort Hamilton Pkwy.  N trains stop at Bay Pkwy and 8 Av.  To 86 St,  Avenue U,  and Kings Hwy,  take the Astoria-bound N to Bay Pkwy and transfer to a Coney Island-bound N.  To 20 Av,  18 Av,  New Utrecht Av,  and Fort Hamilton Pkwy,  take the Astoria-bound N to 8 Av and transfer to a Coney Island-bound N.  From these stations,  take a Coney Island-bound N to Bay Pkwy or Stillwell Av and transfer to an Astoria-bound N.  Or,  from New Utrecht Av-62 St,  take the D instead. Transfer to an Astoria-bound N at 36 St.",NYC,3/25/16 16:36,4c680,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,301585,49a11,4 Line - Weekend and Weekday Planned Service Changes,"         WEEKEND 11:45 PM Fri to 5 AM Mon,  Jan 29 - Feb 1 No 4 service between Utica Av/New Lots Av and Bowling Green - take the 2 or 3 instead. 4 service operates between Woodlawn and Bowling Green.  For service between Borough Hall and Franklin Av,  take the 2 or 3 instead.  For service between Franklin Av and New Lots Av,  take the 3 instead.  Transfer between the 4 and the 2/3 at Fulton St.  All times until Winter 2015/16 4 service skips Rockaway Av and Van Siclen Av stations in both directions.  To/from Rockaway Av,  use free shuttle buses to/from the Saratoga Av station at all times. B60 customers can transfer to/from free shuttle buses at Rockaway Av.  To/from Van Siclen Av,  use free shuttle buses to/from the Pennsylvania Av station at all times. Note: Transfer is available with MetroCard.  All times until Spring 2016 Uptown 4 service skips 103 St.  Use the nearby 96 St or 110 St stations instead.  To this station,  take the uptown 4 or 6 to 125 St and transfer to a downtown 4 local or 6.Or,                           1/28/16 4:18 PM             NYC           ","WEEKEND 11:45 PM Fri to 5 AM Mon,  Jan 29 - Feb 1 No 4 service between Utica Av/New Lots Av and Bowling Green - take the 2 or 3 instead. 4 service operates between Woodlawn and Bowling Green.  For service between Borough Hall and Franklin Av,  take the 2 or 3 instead.  For service between Franklin Av and New Lots Av,  take the 3 instead.  Transfer between the 4 and the 2/3 at Fulton St.  All times until Winter 2015/16 4 service skips Rockaway Av and Van Siclen Av stations in both directions.  To/from Rockaway Av,  use free shuttle buses to/from the Saratoga Av station at all times. B60 customers can transfer to/from free shuttle buses at Rockaway Av.  To/from Van Siclen Av,  use free shuttle buses to/from the Pennsylvania Av station at all times. Note: Transfer is available with MetroCard.  All times until Spring 2016 Uptown 4 service skips 103 St.  Use the nearby 96 St or 110 St stations instead.  To this station,  take the uptown 4 or 6 to 125 St and transfer to a downtown 4 local or 6.",NYC,1/28/16 16:18,49a11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,296822,48776,3 Line - Weekend and Weekday Planned Service Changes,"         All times until Winter 2015/16 3 service skips Rockaway Av and Van Siclen Av in both directions.  To/from Rockaway Av,  use free shuttle buses to/from the Saratoga Av station at all times. B60 customers can transfer to/from free shuttle buses at Rockaway Av.  To/from Van Siclen Av,  use free shuttle buses to/from the Pennsylvania Av station at all times. Note: Transfer is available with MetroCard.                          1/14/16 4:09 PM             NYC           ","All times until Winter 2015/16 3 service skips Rockaway Av and Van Siclen Av in both directions.  To/from Rockaway Av,  use free shuttle buses to/from the Saratoga Av station at all times. B60 customers can transfer to/from free shuttle buses at Rockaway Av.  To/from Van Siclen Av,  use free shuttle buses to/from the Pennsylvania Av station at all times. Note: Transfer is available with MetroCard.",NYC,1/14/16 16:09,48776,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,422016,67080,J Line - Weekday and Weekend Planned Service Change,"         All times until Summer 2017Manhattan-bound J trains skip 121 St and 104 St,  due to station rehabilitation. To these stations,  use the nearby 111 St or Woodhaven Blvd stations instead. Or,  take the Manhattan-bound J to 111 St or Woodhaven Blvd and transfer to a Jamaica Center-bound J. From these stations,  use the nearby 111 St or Woodhaven Blvd stations instead. Or,  take the Q56 bus and transfer to/from J service at nearby 111 St or Woodhaven Blvd.Note: Jamaica Center-bound J trains skip 104 St and 121 St from 5:30 PM to 6:30 PM,  weekdays; take a Q56 bus or the Z instead.                          5/4/17 4:09 PM             NYC           ","All times until Summer 2017Manhattan-bound J trains skip 121 St and 104 St,  due to station rehabilitation. To these stations,  use the nearby 111 St or Woodhaven Blvd stations instead. Or,  take the Manhattan-bound J to 111 St or Woodhaven Blvd and transfer to a Jamaica Center-bound J. From these stations,  use the nearby 111 St or Woodhaven Blvd stations instead. Or,  take the Q56 bus and transfer to/from J service at nearby 111 St or Woodhaven Blvd.Note: Jamaica Center-bound J trains skip 104 St and 121 St from 5:30 PM to 6:30 PM,  weekdays; take a Q56 bus or the Z instead.",NYC,5/4/17 16:09,67080,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,258409,3f169,D Line _研 Weeknight Planned Service Change,"         10:45 PM to 5 AM,  Mon to Fri,  Aug 10 _研 14 205 St-bound D trains run express from 167 St to Fordham Rd.                          8/7/15 4:27 PM             NYC           ","10:45 PM to 5 AM,  Mon to Fri,  Aug 10 _研 14 205 St-bound D trains run express from 167 St to Fordham Rd.",NYC,8/7/15 16:27,3f169,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,302896,49f30,1 Line - Weekend Planned Service Change,"         11:30 PM Fri to 5 AM Mon,  Feb 5 - 8 No 1 service between 14 St and South Ferry. Take 2/3 service and free shuttle buses.  Uptown 1 service skips 18 St,  23 St,  and 28 St.  Downtown 1 service skips 28 St,  23 St,  and 18 St,  days and evenings. 2/3 service runs local in both directions between 34 St-Penn Station and Chambers St. Free shuttle buses provide alternate service between Chambers St and South Ferry.  Transfer between the 1 and the 2/3 at Times Sq or 14 St.  Transfer between the 2/3 and shuttle buses at Chambers St. Note: Late night 3 service is suspended.  These service changes affect one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.                          2/4/16 4:54 PM             NYC           ","11:30 PM Fri to 5 AM Mon,  Feb 5 - 8 No 1 service between 14 St and South Ferry. Take 2/3 service and free shuttle buses.  Uptown 1 service skips 18 St,  23 St,  and 28 St.  Downtown 1 service skips 28 St,  23 St,  and 18 St,  days and evenings. 2/3 service runs local in both directions between 34 St-Penn Station and Chambers St. Free shuttle buses provide alternate service between Chambers St and South Ferry.  Transfer between the 1 and the 2/3 at Times Sq or 14 St.  Transfer between the 2/3 and shuttle buses at Chambers St. Note: Late night 3 service is suspended.  These service changes affect one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.",NYC,2/4/16 16:54,49f30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,234247,39307,A Line _研 Weeknight and Weekday Planned Service Changes,"         NIGHTS 11:45 PM to 5 AM,  Mon to Fri,  Apr 27 _研 May 1 Queens-bound A trains run express from 59 St-Columbus Circle to Canal St.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  All times until Summer 2015 Far Rockaway/Lefferts Blvd-bound A trains skip Rockaway Blvd. _癣 To this station,  take the Far Rockaway-bound A to Aqueduct-North Conduit Av or the Lefferts Blvd-bound A to 104 St and transfer to a Brooklyn-bound A. _癣 From this station,  take a Brooklyn-bound A to 88 St and transfer to a Far Rockaway or Lefferts Blvd-bound A.                            4/24/15 4:37 PM             NYC           ","NIGHTS 11:45 PM to 5 AM,  Mon to Fri,  Apr 27 _研 May 1 Queens-bound A trains run express from 59 St-Columbus Circle to Canal St.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  All times until Summer 2015 Far Rockaway/Lefferts Blvd-bound A trains skip Rockaway Blvd. _癣 To this station,  take the Far Rockaway-bound A to Aqueduct-North Conduit Av or the Lefferts Blvd-bound A to 104 St and transfer to a Brooklyn-bound A. _癣 From this station,  take a Brooklyn-bound A to 88 St and transfer to a Far Rockaway or Lefferts Blvd-bound A.",NYC,4/24/15 16:37,39307,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,399210,6176a,J Line - Weekend and Weekday Planned Service Changes,"         WEEKEND6:30 AM to 7 PM,  Sat and Sun,  Feb 18 - 19No J trains between Broadway Junction and Jamaica Center,  due to track maintenance.J service operates between Broad St and Broadway Junction.Free shuttle buses and E trains provide alternate service via Jamaica-Van Wyck. Free shuttle buses operate between Broadway Junction and 121 St,  and connect with the E at Jamaica-Van Wyck,  where service to/from Sutphin Blvd and Jamaica Center is available. Transfer between trains and free shuttle buses at Jamaica-Van Wyck and/or Broadway Junction.All times until Summer 2017Manhattan-bound J trains skip 121 St,  due to station rehabilitation. To this station,  use the nearby 111 St station instead. Or,  take the Manhattan-bound J to 111 St and transfer to a Jamaica Center-bound J. From this station,  use the nearby 111 St station instead. Or,  take the Q56 bus and transfer to/from J service at nearby 111 St.Note: Jamaica Center-bound J trains skip 121 St between 5:30 PM and 6:30 PM,  weekdays; take a Q56 bus or the Z train instead.                          2/16/17 4:16 PM             NYC           ","WEEKEND6:30 AM to 7 PM,  Sat and Sun,  Feb 18 - 19No J trains between Broadway Junction and Jamaica Center,  due to track maintenance.J service operates between Broad St and Broadway Junction.Free shuttle buses and E trains provide alternate service via Jamaica-Van Wyck. Free shuttle buses operate between Broadway Junction and 121 St,  and connect with the E at Jamaica-Van Wyck,  where service to/from Sutphin Blvd and Jamaica Center is available. Transfer between trains and free shuttle buses at Jamaica-Van Wyck and/or Broadway Junction.All times until Summer 2017Manhattan-bound J trains skip 121 St,  due to station rehabilitation. To this station,  use the nearby 111 St station instead. Or,  take the Manhattan-bound J to 111 St and transfer to a Jamaica Center-bound J. From this station,  use the nearby 111 St station instead. Or,  take the Q56 bus and transfer to/from J service at nearby 111 St.Note: Jamaica Center-bound J trains skip 121 St between 5:30 PM and 6:30 PM,  weekdays; take a Q56 bus or the Z train instead.",NYC,2/16/17 16:16,6176a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,348382,550de,J Line - Weekend Planned Service Change,"         3:45 AM Sat to 10 PM Sun,  Aug 13 - 14Manhattan-bound J trains run express from Myrtle Av to Marcy Av.This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.                          8/11/16 4:06 PM             NYC           ","3:45 AM Sat to 10 PM Sun,  Aug 13 - 14Manhattan-bound J trains run express from Myrtle Av to Marcy Av.This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.",NYC,8/11/16 16:06,550de,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,453951,6ed3f,E Line - Weekend Planned Service Change,"         12:01 AM Sat to 5 AM Tue,  Sep 2 - 5Jamaica Center-bound E trains run local from Queens Plaza to 71 Av,  due to track maintenance.                          8/31/17 4:05 PM             NYC           ","12:01 AM Sat to 5 AM Tue,  Sep 2 - 5Jamaica Center-bound E trains run local from Queens Plaza to 71 Av,  due to track maintenance.",NYC,8/31/17 16:05,6ed3f,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,208331,32dcb,R Line _研 Weekend Planned Service Change,"         5:15 AM to 12 midnight,  Sat and Sun,  Jan 3 _研 4 R trains skip 5 Av/59 St,  Lexington Av/59 St,  and Queens Plaza in both directions. _癣 Trains are rerouted via the F in both directions between Manhattan and Queens. _癣 To/from 5 Av/59 St and Lexington Av/59 St,  use the N instead. Transfer between trains at Times Sq-42 St. _癣 To/from Queens Plaza,  use the E instead. Transfer between trains at Times Sq-42 St/Port Authority. Note: E and F trains run local in Queens.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.                           1/2/15 12:43 PM             NYC           ","5:15 AM to 12 midnight,  Sat and Sun,  Jan 3 _研 4 R trains skip 5 Av/59 St,  Lexington Av/59 St,  and Queens Plaza in both directions. _癣 Trains are rerouted via the F in both directions between Manhattan and Queens. _癣 To/from 5 Av/59 St and Lexington Av/59 St,  use the N instead. Transfer between trains at Times Sq-42 St. _癣 To/from Queens Plaza,  use the E instead. Transfer between trains at Times Sq-42 St/Port Authority. Note: E and F trains run local in Queens.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.",NYC,1/2/15 12:43,32dcb,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,442227,6bf73,D Line - Weeknight and Weekend Planned Service Changes,"         NIGHTS10 PM to 5 AM,  Mon to Fri,  Jul 10 - 14No D trains between 59 St-Columbus Circle and 161 St-Yankee Stadium,  due to FASTRACK.The 1/2/4,  Bx12,  Bx19,  and free shuttle buses provide alternate service.D service operates in two sections:1. Between 205 St and 161 St-Yankee Stadium2. Between 59 St-Columbus Circle and Stillwell Av Take the 1 for service between Midtown and Washington Heights. Transfer between the A/D and 1 at 59 St-Columbus Circle. Transfer between the D and 2/4 at Atlantic Av-Barclays Ctr. Use nearby 1/2/3 stations along Broadway as alternatives to closed stations along Central Park West.Where available,  take free shuttle buses,  Bx12,  or Bx19 for connecting services. The 42 St S shuttle runs all night.Note: No A trains between 59 St-Columbus Circle and 207 St; B and C services end early each night.This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.Beginning 8:30 PM,  Mon to Thu,  Jul 10 - 13Manhattan-bound D trains run local from 36 St to DeKalb Av,  due to FASTRACK.All times until Fall 2017D trains skip Prospect Av in both directions,  due to station enhancements. To/from this station,  use the nearby 4 Av-9 St F/G/R or 25 St R stations via B37 and B63 local buses.Note: During late night hours only,  D/N trains stop at 4 Av-9 St and 25 St (12:01 AM to 6:30 AM,  every day).                          7/7/17 5:33 PM             NYC           ","NIGHTS10 PM to 5 AM,  Mon to Fri,  Jul 10 - 14No D trains between 59 St-Columbus Circle and 161 St-Yankee Stadium,  due to FASTRACK.The 1/2/4,  Bx12,  Bx19,  and free shuttle buses provide alternate service.D service operates in two sections:1. Between 205 St and 161 St-Yankee Stadium2. Between 59 St-Columbus Circle and Stillwell Av Take the 1 for service between Midtown and Washington Heights. Transfer between the A/D and 1 at 59 St-Columbus Circle. Transfer between the D and 2/4 at Atlantic Av-Barclays Ctr. Use nearby 1/2/3 stations along Broadway as alternatives to closed stations along Central Park West.Where available,  take free shuttle buses,  Bx12,  or Bx19 for connecting services. The 42 St S shuttle runs all night.Note: No A trains between 59 St-Columbus Circle and 207 St; B and C services end early each night.This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.Beginning 8:30 PM,  Mon to Thu,  Jul 10 - 13Manhattan-bound D trains run local from 36 St to DeKalb Av,  due to FASTRACK.All times until Fall 2017D trains skip Prospect Av in both directions,  due to station enhancements. To/from this station,  use the nearby 4 Av-9 St F/G/R or 25 St R stations via B37 and B63 local buses.Note: During late night hours only,  D/N trains stop at 4 Av-9 St and 25 St (12:01 AM to 6:30 AM,  every day).",NYC,7/7/17 17:33,6bf73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,377417,5c249,C Line - Weekend Planned Service Changes,"         6:30 AM to 11:45 PM,  Sat and Sun,  Nov 26 - 27Uptown C trains run express from 59 St-Columbus Circle to 145 St.6:30 AM to 11:45 PM,  Sat and Sun,  Nov 26 - 27Downtown C trains skip 50 St,  23 St,  and Spring St.                          11/23/16 2:40 PM             NYC           ","6:30 AM to 11:45 PM,  Sat and Sun,  Nov 26 - 27Uptown C trains run express from 59 St-Columbus Circle to 145 St.6:30 AM to 11:45 PM,  Sat and Sun,  Nov 26 - 27Downtown C trains skip 50 St,  23 St,  and Spring St.",NYC,11/23/16 14:40,5c249,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,301880,49b38,Q Line - Weekday Planned Service Changes,"         10 AM to 3 PM,  Tue to Fri,  Feb 2 - 5 No Q trains between Ditmars Blvd and 57 St-7 Av. Take the N instead. Q service operates between Stillwell Av and 57 St-7 Av.  9:45 AM to 3 PM,  Wed to Fri,  Feb 3 - 5 Manhattan-bound Q trains run express from Sheepshead Bay to Prospect Park. Note: Brighton Beach-bound B trains run local from Prospect Park to Sheepshead Bay.                          1/29/16 4:30 PM             NYC           ","10 AM to 3 PM,  Tue to Fri,  Feb 2 - 5 No Q trains between Ditmars Blvd and 57 St-7 Av. Take the N instead. Q service operates between Stillwell Av and 57 St-7 Av.  9:45 AM to 3 PM,  Wed to Fri,  Feb 3 - 5 Manhattan-bound Q trains run express from Sheepshead Bay to Prospect Park. Note: Brighton Beach-bound B trains run local from Prospect Park to Sheepshead Bay.",NYC,1/29/16 16:30,49b38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,246906,3c47a,3 Line _研 Weeknight and Weekday Planned Service Changes,"         All times until late September 2015 3 service skips Rockaway Av and Van Siclen Av stations in both directions.  To/from Rockaway Av,  use shuttle buses to/from the Saratoga Av station at all times. B60 customers can transfer to/from the shuttle bus at Rockaway Av.  To/from Van Siclen Av,  use shuttle buses to/from the Pennsylvania Av station at all times. Note: Free transfer is available with MetroCard.                          6/19/15 4:13 PM             NYC           ","All times until late September 2015 3 service skips Rockaway Av and Van Siclen Av stations in both directions.  To/from Rockaway Av,  use shuttle buses to/from the Saratoga Av station at all times. B60 customers can transfer to/from the shuttle bus at Rockaway Av.  To/from Van Siclen Av,  use shuttle buses to/from the Pennsylvania Av station at all times. Note: Free transfer is available with MetroCard.",NYC,6/19/15 16:13,3c47a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,377444,5c264,R Line - Weeknight Planned Service Changes,"         11:45 PM to 5 AM,  Mon to Fri,  Nov 28 - Dec 2No R trains between Whitehall St and Atlantic Av-Barclays Ctr - take the 4/D/N/Q instead.R service operates between Bay Ridge-95 St and Atlantic Av-Barclays Ctr. To/from Whitehall St,  use nearby Bowling Green 4 station instead. To/from Court St and Jay St-MetroTech,  use nearby Borough Hall 2/4 station instead. Transfer between the 2/4 and R at Atlantic Av-Barclays Ctr. To/from DeKalb Av,  take the D/N/Q instead via transfer at Atlantic Av-Barclays Ctr. Or,  use the 4 at nearby Nevins St station.11:45 PM to 5 AM,  Mon to Fri,  Nov 28 - Dec 2Atlantic Av/Barclays Ctr-bound R trains run express from 36 St to Atlantic Av-Barclays Ctr.Bay Ridge-bound R trains run express from Atlantic Av-Barclays Ctr to 59 St,  Brooklyn.                          11/23/16 3:10 PM             NYC           ","11:45 PM to 5 AM,  Mon to Fri,  Nov 28 - Dec 2No R trains between Whitehall St and Atlantic Av-Barclays Ctr - take the 4/D/N/Q instead.R service operates between Bay Ridge-95 St and Atlantic Av-Barclays Ctr. To/from Whitehall St,  use nearby Bowling Green 4 station instead. To/from Court St and Jay St-MetroTech,  use nearby Borough Hall 2/4 station instead. Transfer between the 2/4 and R at Atlantic Av-Barclays Ctr. To/from DeKalb Av,  take the D/N/Q instead via transfer at Atlantic Av-Barclays Ctr. Or,  use the 4 at nearby Nevins St station.11:45 PM to 5 AM,  Mon to Fri,  Nov 28 - Dec 2Atlantic Av/Barclays Ctr-bound R trains run express from 36 St to Atlantic Av-Barclays Ctr.Bay Ridge-bound R trains run express from Atlantic Av-Barclays Ctr to 59 St,  Brooklyn.",NYC,11/23/16 15:10,5c264,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,322460,4eb9c,J Line - Weekend Planned Service Change,"         9:45 AM to 3 PM,  Saturday,  May 7 Broad St-bound J trains skip Flushing Av,  Lorimer St,  and Hewes St.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.                          5/5/16 4:13 PM             NYC           ","9:45 AM to 3 PM,  Saturday,  May 7 Broad St-bound J trains skip Flushing Av,  Lorimer St,  and Hewes St.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.",NYC,5/5/16 16:13,4eb9c,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,194206,2f69e,E Line _研 Weekend Planned Service Changes,"         11:45 PM Fri to 5 AM Mon,  Oct 24 _研 27 Jamaica Center-bound E trains run express from Canal St to 34 St-Penn Station.                            10/23/14 4:25 PM             NYC           ","11:45 PM Fri to 5 AM Mon,  Oct 24 _研 27 Jamaica Center-bound E trains run express from Canal St to 34 St-Penn Station.",NYC,10/23/14 16:25,2f69e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
